ROI,Frame,Wavelength,Row,Column,Intensity
1,1,599.89029067613387,0,433,646.8125
1,1,600.315710775469,0,434,647.67498779296875
1,1,600.74112087671142,0,435,648.625
1,1,601.1665209742016,0,436,650.42498779296875
1,1,601.59191106227843,0,437,652
1,1,602.01729113528131,0,438,649.51251220703125
1,1,602.44266118755,0,439,651.5374755859375
1,1,602.86802121342555,0,440,650.86248779296875
1,1,603.29337120724892,0,441,651.51251220703125
1,1,603.71871116336206,0,442,653.4124755859375
1,1,604.14404107610562,0,443,653.26251220703125
1,1,604.56936093982358,0,444,654.07501220703125
1,1,604.99467074885774,0,445,653.95001220703125
1,1,605.41997049755128,0,446,654.95001220703125
1,1,605.84526018024894,0,447,654.98748779296875
1,1,606.27053979129346,0,448,656.6875
1,1,606.69580932503,0,449,656.3499755859375
1,1,607.12106877580447,0,450,656.2125244140625
1,1,607.54631813796072,0,451,656.61248779296875
1,1,607.971557405846,0,452,654.7125244140625
1,1,608.396786573806,0,453,655.5625
1,1,608.82200563618778,0,454,655.9124755859375
1,1,609.24721458733882,0,455,654.75
1,1,609.67241342160628,0,456,656.9124755859375
1,1,610.09760213333857,0,457,656.125
1,1,610.52278071688454,0,458,653.9749755859375
1,1,610.94794916659293,0,459,656.1500244140625
1,1,611.373107476814,0,460,656.86248779296875
1,1,611.79825564189662,0,461,654.67498779296875
1,1,612.22339365619166,0,462,655.3125
1,1,612.64852151405023,0,463,655.45001220703125
1,1,613.07363920982357,0,464,654.88751220703125
1,1,613.4987467378628,0,465,655.23748779296875
1,1,613.923844092521,0,466,655.70001220703125
1,1,614.34893126815052,0,467,653.73748779296875
1,1,614.77400825910433,0,468,655.125
1,1,615.19907505973617,0,469,655.1624755859375
1,1,615.6241316643999,0,470,654.79998779296875
1,1,616.04917806745038,0,471,655.5374755859375
1,1,616.47421426324252,0,472,654.92498779296875
1,1,616.89924024613151,0,473,652.67498779296875
1,1,617.32425601047271,0,474,653.3125
1,1,617.749261550623,0,475,653.07501220703125
1,1,618.17425686093941,0,476,653.9124755859375
1,1,618.59924193577854,0,477,655.7874755859375
1,1,619.02421676949859,0,478,652.5
1,1,619.449181356457,0,479,652.0999755859375
1,1,619.87413569101284,0,480,650.38751220703125
1,1,620.29907976752531,0,481,650.7249755859375
1,1,620.72401358035347,0,482,650.9000244140625
1,1,621.14893712385731,0,483,649.4625244140625
1,1,621.57385039239773,0,484,651.4625244140625
1,1,621.99875338033507,0,485,650.01251220703125
1,1,622.42364608203093,0,486,649.95001220703125
1,1,622.84852849184722,0,487,647.6500244140625
1,1,623.27340060414588,0,488,648.38751220703125
1,1,623.69826241329,0,489,648.5250244140625
1,1,624.123113913642,0,490,649.0625
1,1,624.54795509956625,0,491,648.1500244140625
1,1,624.97278596542674,0,492,647.54998779296875
1,1,625.39760650558776,0,493,648.4000244140625
1,1,625.82241671441477,0,494,647.63751220703125
1,1,626.24721658627277,0,495,647.7249755859375
1,1,626.67200611552846,0,496,646.9749755859375
1,1,627.09678529654707,0,497,648.1875
1,1,627.52155412369632,0,498,647.04998779296875
1,1,627.94631259134314,0,499,648.1624755859375
1,1,628.37106069385607,0,500,647.9625244140625
1,1,628.79579842560247,0,501,645.7249755859375
1,1,629.22052578095133,0,502,646.5374755859375
1,1,629.64524275427209,0,503,646.04998779296875
1,1,630.06994933993462,0,504,647.1624755859375
1,1,630.49464553230871,0,505,646.5625
1,1,630.91933132576446,0,506,646.25
1,1,631.3440067146737,0,507,644.4124755859375
1,1,631.7686716934079,0,508,645.2249755859375
1,1,632.19332625633876,0,509,645.25
1,1,632.61797039783892,0,510,645.17498779296875
1,1,633.04260411228131,0,511,645.01251220703125
