"x","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0001.tif_1_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0002.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0003.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0004.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0005.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0006.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0007.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0008.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0009.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0010.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0011.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0012.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0013.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0014.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0015.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0016.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0017.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0018.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0019.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0020.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0021.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0022.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0023.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0024.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0025.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0026.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0027.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0028.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0029.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0030.tif_Azm=_0.00"
11.04,18.081,18.008,18.181,18.117,18.012,17.718,17.6,17.53,17.701,17.551,17.426,17.361,17.386,17.45,17.35,17.408,17.499,17.04,17.116,17.144,17.06,17.053,17.046,16.942,17.032,16.95,17.092,16.857,16.957,16.687
11.06,18.223,18.163,18.369,18.176,18.078,17.877,17.791,17.687,17.779,17.67,17.53,17.517,17.612,17.428,17.84,17.546,17.547,17.192,17.283,17.342,17.211,17.193,17.09,17.036,17.13,17.137,17.217,17.054,17.069,17.199
11.08,18.185,18.087,18.262,18.246,18.074,17.923,17.731,17.627,17.789,17.57,17.438,17.548,17.478,17.531,17.579,17.46,17.393,17.197,17.287,17.251,17.28,17.168,17.075,17.033,17.014,17.131,17.217,17.109,16.983,16.754
11.1,18.193,18.119,18.304,18.3,18.261,17.961,17.818,17.769,17.83,17.579,17.494,17.527,17.589,17.584,17.538,17.535,17.448,17.403,17.345,17.329,17.328,17.224,17.127,17.135,17.098,17.182,17.313,17.123,17.091,16.861
11.12,18.256,18.236,18.408,18.38,18.328,18.051,17.866,17.776,17.756,17.785,17.635,17.576,17.689,17.551,17.604,17.643,17.411,17.377,17.372,17.479,17.3,17.317,17.196,17.22,17.076,17.236,17.264,17.116,17.178,16.911
11.14,18.24,18.26,18.426,18.383,18.228,17.996,17.881,17.564,17.785,17.646,17.667,17.552,17.598,17.641,17.595,17.676,17.498,17.391,17.351,17.423,17.305,17.311,17.145,17.175,17.162,17.25,17.332,17.118,17.13,16.87
11.16,18.311,18.203,18.448,18.435,18.329,18.032,17.97,17.657,17.88,17.768,17.649,17.552,17.64,17.61,17.628,17.631,17.486,17.325,17.279,17.533,17.259,17.278,17.045,17.096,17.149,17.271,17.345,17.213,17.183,16.901
11.18,18.515,18.375,18.559,18.485,18.367,17.982,17.986,17.784,17.981,17.766,17.708,17.631,17.755,17.706,17.792,17.64,17.609,17.343,17.426,17.441,17.272,17.388,17.173,17.239,17.143,17.38,17.306,17.174,17.284,17.017
11.2,18.561,18.42,18.537,18.548,18.381,18.102,17.947,17.839,18.109,17.873,17.706,17.727,17.781,17.838,17.795,17.614,17.606,17.425,17.483,17.497,17.41,17.425,17.256,17.347,17.317,17.407,17.394,17.3,17.308,17.106
11.22,18.497,18.515,18.518,18.645,18.386,18.135,18.005,17.927,18.116,17.858,17.716,17.909,17.805,17.816,17.883,17.776,17.705,17.436,17.451,17.504,17.469,17.438,17.362,17.346,17.263,17.372,17.477,17.288,17.331,17.112
11.24,18.556,18.45,18.664,18.652,18.613,18.289,18.053,17.885,18.018,17.867,17.776,17.838,17.846,17.789,17.861,17.797,17.725,17.531,17.443,17.536,17.429,17.396,17.455,17.434,17.235,17.414,17.522,17.276,17.316,18.244
11.26,18.527,18.547,18.692,18.743,18.563,18.471,18.171,17.998,18.163,18.001,17.927,17.886,17.805,17.941,17.845,17.912,17.797,17.646,17.507,17.665,17.556,17.421,17.531,17.435,17.32,17.441,17.555,17.572,17.406,17.245
11.28,18.612,18.632,18.788,18.816,18.719,18.405,18.279,18.146,18.277,18.164,18.095,18.192,17.985,17.974,17.91,18.049,17.945,17.638,17.716,17.768,17.67,17.716,17.672,17.511,17.521,17.674,17.6,17.652,17.441,17.289
11.3,18.771,18.596,18.882,18.762,18.697,18.275,18.279,18.028,18.276,18.023,18.044,18.749,18.087,17.956,17.974,17.977,17.946,17.647,17.707,17.789,17.659,17.585,17.483,17.581,17.492,17.557,17.63,17.46,17.508,17.262
11.32,18.767,18.681,18.848,18.784,18.692,18.438,18.407,18.167,18.263,18.038,18.012,18.048,18.095,17.865,17.951,18.028,17.916,17.658,17.745,17.811,17.592,17.632,17.575,17.536,17.48,17.616,17.627,17.511,17.435,17.344
11.34,18.818,18.72,18.861,18.841,18.767,18.42,18.449,18.123,18.338,18.148,18.045,17.97,18.043,18.095,18.032,18.054,17.918,17.771,17.805,17.788,17.557,17.603,17.499,17.55,17.509,17.692,17.669,17.597,17.524,17.358
11.36,18.898,18.802,19.034,18.779,18.785,18.529,18.369,18.124,18.34,18.202,18.119,18.149,18.222,18.205,18.105,18.123,17.957,17.798,17.808,17.877,17.628,17.7,17.721,17.608,17.571,17.793,17.698,17.689,17.578,17.371
11.38,18.89,18.784,19.144,18.792,18.738,18.588,18.409,18.201,18.461,18.174,18.08,18.116,18.035,18.16,18.03,18.097,17.961,17.805,17.851,17.809,17.688,17.769,17.7,17.621,17.681,17.777,17.728,17.631,17.652,17.299
11.4,18.971,18.735,19.284,18.873,18.723,18.672,18.542,18.291,18.506,18.238,18.236,18.192,18.124,18.159,18.129,18.227,18.119,17.875,17.844,17.881,17.803,17.764,17.729,17.666,17.686,17.775,17.708,17.593,17.666,17.428
11.42,18.809,18.75,19.051,18.922,18.739,18.56,18.493,18.212,18.352,18.242,18.18,18.092,18.205,18.109,18.187,18.016,17.872,17.83,17.853,17.942,17.65,17.709,17.715,17.6,17.695,17.722,17.669,17.624,17.666,17.467
11.44,19.009,18.859,19.098,18.994,18.865,18.608,18.48,18.397,18.519,18.48,18.273,18.179,18.283,18.223,18.269,18.13,18.053,17.862,17.967,17.993,17.703,17.954,17.836,17.71,17.732,17.856,17.899,17.704,17.7,17.624
11.46,19.042,19.0,19.226,19.088,18.897,18.688,18.514,18.467,18.628,18.414,18.25,18.276,18.377,18.298,18.213,18.268,18.19,17.983,18.032,18.004,17.864,18.0,17.848,17.826,17.757,17.934,17.9,17.808,17.803,17.588
11.48,19.065,18.98,19.171,18.952,18.918,18.743,18.467,18.422,18.524,18.409,18.277,18.187,18.313,18.287,18.22,18.272,18.207,17.884,17.919,17.992,17.821,17.798,17.817,17.703,17.707,17.818,17.863,17.775,17.654,17.516
11.5,19.1,19.176,19.212,19.058,19.062,18.79,18.598,18.592,18.678,18.454,18.344,18.403,18.337,18.361,18.401,18.399,18.286,18.073,18.053,18.111,17.861,17.968,17.862,17.99,17.709,18.017,17.973,17.981,17.851,17.594
11.52,19.059,18.997,19.209,19.063,19.019,18.801,18.546,18.441,18.661,18.345,18.343,18.388,18.264,18.269,18.225,18.311,18.206,17.991,18.046,17.992,17.874,17.833,17.847,17.985,17.84,17.997,17.837,17.857,17.793,17.568
11.54,19.178,19.193,19.416,19.249,19.159,18.88,18.793,18.528,18.842,18.533,18.482,18.567,18.475,18.386,18.26,18.479,18.336,18.09,18.276,18.17,17.982,18.008,17.996,18.002,17.844,18.025,18.094,17.933,17.932,17.676
11.56,19.129,19.229,19.431,19.265,19.07,18.854,18.777,18.545,18.761,18.824,18.372,18.401,18.425,18.45,18.339,18.385,18.34,18.021,18.19,18.168,17.94,18.007,17.939,18.035,17.905,17.983,18.001,17.96,17.846,17.619
11.58,19.464,19.328,19.587,19.483,19.246,18.965,18.946,18.758,18.922,18.615,18.708,18.554,18.634,18.579,18.464,18.604,18.489,18.14,18.36,18.316,18.107,18.206,18.104,18.124,18.041,18.206,18.162,18.084,18.029,17.806
11.6,19.371,19.306,19.478,19.363,19.218,19.025,18.794,18.672,18.812,18.641,18.691,18.527,18.531,18.518,18.432,18.543,18.356,18.151,18.394,18.3,18.081,18.158,18.063,18.056,18.066,18.213,18.13,18.043,17.948,17.722
11.62,19.378,19.32,19.476,19.365,19.27,19.062,18.911,18.87,18.895,18.722,18.688,18.561,18.539,18.647,18.511,18.604,18.505,18.224,18.308,18.357,18.056,18.161,18.133,18.057,17.998,18.161,18.207,18.117,17.959,17.831
11.64,19.484,19.423,19.777,19.576,19.37,18.991,19.016,18.841,18.88,18.788,18.763,18.628,18.69,18.639,18.65,18.711,18.565,18.362,18.392,18.327,18.196,18.301,18.146,18.24,18.107,18.344,18.274,18.126,17.975,17.872
11.66,19.451,19.443,19.632,19.47,19.475,19.019,18.977,18.73,18.845,18.781,18.702,18.561,18.701,18.526,18.702,18.713,18.602,18.374,18.267,18.388,18.284,18.351,18.152,18.164,18.236,18.316,18.293,18.263,17.992,17.962
11.68,19.601,19.542,19.695,19.778,19.488,19.094,19.078,18.864,19.126,18.904,18.866,18.767,18.746,18.784,18.642,18.79,18.703,18.401,18.37,18.557,18.343,18.394,18.306,18.15,18.231,18.34,18.346,18.296,18.176,17.957
11.7,19.471,19.46,19.622,19.585,19.38,19.162,19.062,18.887,19.01,18.811,18.746,18.804,18.63,18.767,18.659,18.744,18.61,18.304,18.303,18.432,18.165,18.312,18.224,18.275,18.274,18.17,18.395,18.203,18.106,17.86
11.72,19.673,19.61,19.828,19.646,19.49,19.208,19.049,19.009,19.146,18.871,18.824,18.897,18.886,18.857,18.682,18.804,18.781,18.404,18.35,18.523,18.317,18.301,18.385,18.319,18.335,18.336,18.468,18.295,18.23,17.956
11.74,19.729,19.607,19.937,19.704,19.509,19.333,19.098,19.023,19.184,18.868,18.841,18.877,18.8,18.844,18.761,18.799,18.824,18.42,18.448,18.509,18.387,18.33,18.365,18.265,18.293,18.396,18.404,18.379,18.201,18.014
11.76,19.69,19.612,19.847,19.644,19.613,19.261,19.18,18.925,19.121,19.007,18.749,18.91,18.901,18.816,18.775,18.83,18.695,18.367,18.474,18.547,18.437,18.341,18.369,18.296,18.316,18.471,18.429,18.29,18.226,18.054
11.78,19.784,19.682,19.839,19.792,19.717,19.418,19.307,18.986,19.223,19.066,18.868,18.968,18.941,18.909,18.899,19.085,18.804,18.493,18.479,18.519,18.596,18.541,18.389,18.365,18.395,18.527,18.455,18.342,18.256,18.046
11.8,19.832,19.673,19.852,19.814,19.735,19.357,19.283,19.009,19.166,19.068,18.95,18.848,18.914,18.987,18.842,18.992,18.804,18.594,18.549,18.537,18.555,18.473,18.339,18.416,18.349,18.471,18.365,18.388,18.226,18.012
11.82,19.942,19.689,19.93,19.9,19.759,19.439,19.33,19.127,19.37,19.146,19.064,18.969,18.856,18.986,18.977,18.889,18.765,18.584,18.592,18.629,18.494,18.531,18.391,18.32,18.397,18.589,18.508,18.323,18.327,18.103
11.84,19.961,19.806,20.101,20.042,19.787,19.617,19.398,19.19,19.49,19.31,19.169,19.058,19.09,19.041,19.158,18.983,18.998,18.794,18.709,18.725,18.564,18.69,18.656,18.48,18.561,18.638,18.684,18.419,18.459,18.261
11.86,20.028,19.941,20.156,20.094,19.839,19.52,19.451,19.282,19.412,19.27,19.218,19.112,19.088,19.052,19.136,19.103,19.091,18.757,18.667,18.922,18.575,18.706,18.686,18.523,18.538,18.71,18.73,18.56,18.532,18.153
11.88,20.079,19.981,20.152,20.027,19.92,19.501,19.512,19.272,19.399,19.256,19.212,19.097,19.14,19.094,19.027,19.123,19.038,18.63,18.75,18.783,18.637,18.69,18.673,18.639,18.549,18.691,18.74,18.612,18.429,18.162
11.9,20.084,20.081,20.265,20.11,19.941,19.659,19.587,19.283,19.376,19.239,19.224,19.149,19.208,19.194,19.177,19.393,19.122,18.769,18.868,18.913,18.689,18.785,18.738,18.66,18.628,18.769,18.729,18.648,18.552,18.241
11.92,20.234,20.252,20.238,20.206,20.053,19.751,19.65,19.467,19.601,19.407,19.39,19.191,19.315,19.389,19.312,19.246,19.221,18.845,18.975,19.004,18.878,18.918,18.785,18.758,18.744,18.97,18.845,18.84,18.63,18.449
11.94,20.08,20.043,20.215,20.027,20.044,19.838,19.53,19.355,19.549,19.385,19.383,19.23,19.309,19.218,19.234,19.242,19.149,18.985,18.873,18.894,18.799,18.869,18.918,18.656,18.657,18.843,18.781,18.721,18.52,18.32
11.96,20.255,20.101,20.272,20.158,20.08,19.867,19.564,19.421,19.606,19.439,19.408,19.368,19.334,19.37,19.162,19.259,19.213,19.023,18.941,18.964,18.762,18.958,18.82,18.765,18.751,18.84,18.952,18.775,18.576,18.388
11.98,20.216,20.074,20.331,20.246,20.196,19.733,19.543,19.506,19.599,19.458,19.322,19.354,19.346,19.413,19.329,19.328,19.247,18.881,18.911,18.967,18.687,18.974,18.886,18.701,18.735,18.821,19.025,18.741,18.6,18.369
12.0,20.397,20.237,20.521,20.434,20.291,19.838,19.707,19.667,19.778,19.556,19.475,19.387,19.51,19.497,19.501,19.501,19.253,19.046,19.063,19.291,18.908,19.06,18.937,18.836,18.813,19.014,18.934,18.884,18.807,18.54
12.02,20.419,20.214,20.496,20.239,20.161,19.945,19.703,19.624,19.762,19.504,19.456,19.453,19.423,19.476,19.423,19.509,19.319,19.031,19.117,19.101,18.906,18.961,18.958,18.721,18.829,19.072,18.958,18.803,18.75,18.496
12.04,20.338,20.279,20.619,20.444,20.222,19.962,19.838,19.639,19.776,19.65,19.593,19.436,19.496,19.488,19.468,19.63,19.355,19.13,19.154,19.119,19.037,19.085,19.005,18.841,18.886,19.11,19.059,18.838,18.86,18.634
12.06,20.574,20.388,20.732,20.465,20.421,20.127,19.894,19.734,19.89,19.715,19.63,19.586,19.622,19.586,19.625,19.691,19.523,19.244,19.158,19.337,19.034,19.19,19.031,19.118,18.925,19.17,19.128,18.965,18.988,18.724
12.08,20.605,20.432,20.579,20.508,20.474,20.017,19.92,19.669,20.005,19.668,19.685,19.563,19.583,19.531,19.547,19.648,19.588,19.285,19.22,19.296,19.1,19.081,19.004,19.056,18.97,19.153,19.131,18.935,18.942,18.666
12.1,20.547,20.462,20.708,20.577,20.525,20.132,20.109,19.802,19.983,19.779,19.763,19.682,19.636,19.629,19.614,19.743,19.615,19.358,19.238,19.27,19.107,19.1,18.958,18.974,19.062,19.197,19.149,18.982,18.985,18.681
12.12,20.642,20.551,20.797,20.662,20.533,20.15,20.133,19.882,19.936,19.878,19.777,19.947,19.735,19.642,19.683,19.656,19.707,19.437,19.356,19.214,19.243,19.295,19.177,19.007,19.034,19.206,19.123,18.96,18.999,18.732
12.14,20.747,20.526,20.765,20.831,20.542,20.257,20.119,19.968,20.068,19.863,19.794,19.823,19.646,19.664,19.718,19.696,19.621,19.402,19.421,19.343,19.258,19.244,19.214,19.13,19.053,19.243,19.252,19.087,18.945,18.907
12.16,20.765,20.493,20.882,20.797,20.65,20.229,20.218,20.02,20.083,19.935,19.83,19.81,19.698,19.748,19.755,19.94,19.659,19.466,19.416,19.45,19.347,19.202,19.257,19.273,19.227,19.388,19.232,19.168,18.94,18.852
12.18,20.724,20.688,20.928,20.768,20.654,20.257,20.234,19.901,20.166,20.016,19.864,19.872,19.826,19.775,19.842,19.915,19.729,19.373,19.454,19.442,19.32,19.42,19.168,19.209,19.238,19.367,19.325,19.255,19.079,18.909
12.2,20.782,20.735,21.051,20.923,20.765,20.377,20.249,20.122,20.222,19.988,19.977,19.973,20.01,19.816,19.887,20.007,19.888,19.449,19.494,19.612,19.357,19.487,19.306,19.169,19.214,19.502,19.392,19.315,19.163,18.973
12.22,20.902,20.66,21.098,20.818,20.664,20.386,20.129,20.128,20.93,19.944,19.959,19.868,19.926,19.843,19.871,19.936,19.908,19.479,19.458,19.573,19.252,19.421,19.326,19.286,19.215,19.431,19.376,19.326,19.19,18.904
12.24,21.119,20.779,21.161,20.992,21.012,20.549,20.474,20.151,20.839,20.279,20.096,20.117,20.127,20.001,19.974,20.099,19.984,19.62,19.6,19.709,19.443,19.486,19.485,19.409,19.403,19.604,19.485,19.548,19.389,19.17
12.26,21.263,20.826,21.059,21.001,21.033,20.49,20.502,20.194,20.396,20.15,20.031,20.064,19.921,19.93,20.042,20.065,19.946,19.572,19.501,19.724,19.457,19.493,19.415,19.387,19.472,19.589,19.455,20.484,19.332,19.091
12.28,21.051,20.923,21.107,21.112,20.989,20.533,20.483,20.331,20.329,20.123,20.008,20.018,19.965,20.013,20.071,20.133,19.819,19.52,19.598,19.731,19.525,19.488,19.434,19.287,19.542,19.555,19.546,19.994,19.332,19.02
12.3,21.144,21.063,21.211,21.177,21.031,20.643,20.548,20.359,20.456,20.255,20.053,20.106,20.052,20.143,20.021,20.249,19.918,19.663,19.686,19.72,19.631,19.584,19.556,19.453,19.626,19.632,19.603,19.495,19.36,19.1
12.32,21.061,20.92,21.257,21.119,21.008,20.562,20.58,20.305,20.486,20.36,20.1,20.117,20.01,20.08,20.028,20.154,19.9,19.612,19.776,19.804,19.671,19.538,19.489,19.512,19.535,19.662,19.617,19.377,19.366,19.065
12.34,21.232,21.062,21.392,21.282,21.054,20.761,20.568,20.378,20.611,20.311,20.236,20.243,20.18,20.167,20.229,20.354,20.116,19.851,19.821,19.849,19.718,19.767,19.698,19.616,19.587,19.718,19.685,19.622,19.573,19.304
12.36,21.385,21.128,21.489,21.343,21.091,20.84,20.582,20.376,20.693,20.451,20.354,20.309,20.226,20.243,20.323,20.298,20.189,19.827,19.824,19.859,19.651,19.771,19.712,19.614,19.544,19.744,19.786,19.665,19.677,19.267
12.38,21.382,21.152,21.427,21.395,21.127,20.755,20.658,20.517,20.66,20.434,20.361,20.327,20.302,20.352,20.34,20.257,20.199,19.845,19.863,19.896,19.725,19.739,19.65,19.611,19.576,19.712,19.704,19.674,19.614,19.269
12.4,21.414,21.178,21.589,21.325,21.263,20.825,20.76,20.558,20.697,20.514,20.524,20.347,20.475,20.322,20.4,20.45,20.353,19.883,19.995,19.94,19.861,19.895,19.801,19.868,19.636,19.926,19.822,19.708,19.57,19.471
12.42,21.413,21.17,21.482,21.402,21.289,20.916,20.774,20.497,20.734,20.456,20.403,20.392,20.455,20.324,20.482,20.309,20.322,19.945,19.952,19.965,19.85,19.868,19.75,19.797,19.569,19.993,19.784,19.7,19.72,19.284
12.44,21.557,21.276,21.593,21.522,21.299,20.997,20.88,20.679,20.847,20.588,20.439,20.428,20.573,20.548,20.414,20.482,20.362,20.019,20.007,20.094,19.899,19.973,19.878,19.704,19.631,19.868,19.966,19.857,19.698,19.445
12.46,21.595,21.389,21.62,21.526,21.361,21.113,20.814,20.669,20.901,20.638,20.521,20.502,20.623,20.551,20.378,20.606,20.412,19.9,20.068,20.032,19.988,19.917,19.849,19.744,19.747,19.97,20.05,19.861,19.874,19.52
12.48,21.665,21.331,21.605,21.521,21.505,21.018,20.937,20.584,20.908,20.589,20.535,20.526,20.672,20.432,20.432,20.694,20.38,19.962,20.099,19.981,19.849,20.013,19.937,19.96,19.848,20.078,20.043,19.788,19.848,19.456
12.5,21.727,21.59,21.858,21.652,21.632,21.061,21.0,20.806,20.957,20.752,20.598,20.71,20.743,20.622,20.554,20.676,20.481,20.148,20.232,20.288,20.053,20.081,20.06,19.935,20.008,20.117,20.124,19.928,19.798,19.558
12.52,21.61,21.46,21.791,21.54,21.671,21.013,20.942,20.844,20.925,20.741,20.515,20.608,20.655,20.58,20.53,20.618,20.397,20.098,20.161,20.244,19.961,19.984,20.003,19.89,19.903,20.028,19.945,19.814,19.739,19.449
12.54,21.757,21.597,21.938,21.702,21.605,21.174,21.093,20.949,21.135,20.839,20.735,20.732,20.725,20.576,20.711,20.601,20.459,20.298,20.302,20.295,20.088,20.172,20.044,20.033,20.02,20.249,20.205,20.106,19.958,19.688
12.56,21.655,21.55,21.88,21.83,21.57,21.18,21.045,20.843,20.955,20.831,20.724,20.717,20.611,20.7,20.682,20.732,20.558,20.19,20.22,20.317,20.056,20.146,20.029,20.05,20.124,20.175,20.181,20.113,19.973,19.677
12.58,21.98,21.687,22.163,21.866,21.681,21.356,21.278,21.162,21.191,20.983,20.979,20.795,20.828,20.861,20.822,20.927,20.759,20.403,20.316,20.366,20.222,20.34,20.194,20.164,20.173,20.384,20.399,20.286,20.043,19.745
12.6,21.976,21.713,22.0,21.87,21.71,21.369,21.239,20.972,21.178,21.02,20.84,20.947,20.729,20.827,20.644,20.955,20.656,20.327,20.397,20.542,20.234,20.317,20.143,20.127,20.108,20.265,20.305,20.223,19.988,19.676
12.62,22.07,21.766,22.105,21.999,21.825,21.544,21.338,21.077,21.34,21.037,21.009,20.788,20.876,20.958,20.796,20.965,20.856,20.443,20.718,20.473,20.384,20.421,20.394,20.167,20.229,20.435,20.479,20.287,20.111,19.86
12.64,22.062,21.693,22.126,22.094,21.829,21.426,21.356,21.149,21.173,21.028,20.915,20.887,20.925,21.002,20.796,20.914,20.816,20.49,20.73,20.467,20.302,20.423,20.254,20.178,20.218,20.496,20.346,20.238,20.078,19.831
12.66,21.991,21.822,22.049,22.083,21.9,21.458,21.397,21.067,21.253,21.138,20.998,20.891,20.864,20.97,20.762,20.92,20.738,20.419,20.583,20.531,20.36,20.4,20.25,20.122,20.213,20.519,20.414,20.241,20.073,19.949
12.68,22.138,21.972,22.28,22.086,22.087,21.631,21.451,21.171,21.338,21.119,21.116,21.096,21.048,21.124,21.031,21.076,20.951,20.509,20.654,20.653,20.345,20.614,20.344,20.303,20.353,20.489,20.518,20.23,20.216,19.903
12.7,22.12,22.021,22.264,22.185,22.082,21.637,21.472,21.26,21.414,21.162,21.038,21.207,21.083,21.036,21.017,20.967,21.057,20.606,20.584,20.682,20.47,20.517,20.327,20.261,20.33,20.57,20.431,20.361,20.203,19.997
12.72,22.286,22.088,22.302,22.391,22.182,21.603,21.64,21.277,21.547,21.297,21.228,21.184,21.055,21.205,21.159,21.243,21.187,20.678,20.701,20.666,20.521,20.613,20.434,20.403,20.453,20.671,20.59,20.457,20.327,20.088
12.74,22.511,22.101,22.406,22.419,22.137,21.712,21.631,21.306,21.557,21.257,21.356,21.136,21.02,21.103,21.191,21.202,21.162,20.685,20.7,20.693,20.507,20.681,20.489,20.491,20.494,20.601,20.681,20.471,20.343,20.056
12.76,22.458,22.159,22.513,22.399,22.227,21.822,21.638,21.508,21.686,21.326,21.302,21.167,21.192,21.198,21.328,21.306,21.092,20.72,20.964,20.711,20.428,20.665,20.605,20.466,20.493,20.68,20.601,20.6,20.314,20.088
12.78,22.505,22.281,22.566,22.447,22.265,21.928,21.685,21.502,21.648,21.497,21.398,21.282,21.382,21.484,21.213,21.412,21.202,20.775,21.019,20.753,20.569,20.757,20.667,20.532,20.639,20.776,20.68,20.719,20.465,20.147
12.8,22.512,22.324,22.622,22.595,22.416,21.9,21.753,21.439,21.685,21.443,21.429,21.226,21.369,21.447,21.211,21.32,21.333,20.846,20.811,20.869,20.691,20.763,20.691,20.622,20.742,20.712,20.742,20.681,20.496,20.091
12.82,22.566,22.326,22.611,22.601,22.413,21.831,21.751,21.55,21.65,21.495,21.39,21.296,21.542,21.429,21.226,21.381,21.273,20.926,20.86,20.888,20.788,20.793,20.698,20.528,20.774,20.891,20.81,20.802,20.478,20.197
12.84,22.641,22.334,22.718,22.64,22.327,21.977,21.912,21.658,21.792,21.524,21.533,21.466,21.538,21.398,21.265,21.567,21.406,21.037,21.04,20.991,20.707,20.866,20.709,20.656,20.705,20.912,20.962,20.942,20.596,20.325
12.86,22.654,22.412,22.895,22.643,22.579,22.078,21.86,21.741,21.876,21.642,21.587,21.483,21.594,21.554,21.428,21.626,21.484,21.099,21.063,21.055,20.731,20.909,20.827,20.83,20.765,21.112,20.933,20.999,20.713,20.523
12.88,22.742,22.465,22.897,22.703,22.488,22.106,21.976,21.748,21.948,21.676,21.703,21.583,21.585,21.544,21.505,21.652,21.431,21.106,21.016,21.152,20.799,21.057,20.878,20.815,20.83,21.055,21.006,20.842,20.804,20.447
12.9,22.819,22.568,22.89,22.712,22.537,22.16,22.062,21.748,21.938,21.611,21.745,21.508,21.609,21.584,21.494,21.703,21.492,20.975,21.085,21.099,20.85,20.987,20.924,20.767,20.808,21.071,20.994,20.865,20.733,20.348
12.92,22.766,22.638,22.878,22.877,22.615,22.342,22.126,21.896,22.169,21.867,21.811,21.635,21.695,21.56,21.539,21.726,21.584,21.285,21.361,21.202,20.934,21.066,20.989,20.966,20.834,21.111,21.074,20.975,20.753,20.514
12.94,22.732,22.588,22.795,22.8,22.497,22.092,22.088,21.852,21.923,21.71,21.67,21.687,21.604,21.562,21.479,21.753,21.531,21.078,21.106,21.154,21.059,21.064,21.025,20.897,20.785,21.102,21.055,20.953,20.72,20.465
12.96,23.161,22.719,23.096,22.864,22.751,22.285,22.115,21.995,22.219,21.821,21.745,21.801,21.808,21.722,21.769,21.682,21.587,21.237,21.169,21.367,21.121,21.169,21.108,21.044,20.96,21.25,21.171,21.039,20.873,20.461
12.98,23.068,22.772,23.219,22.997,22.882,22.36,22.303,22.065,22.221,21.919,21.866,21.815,21.915,21.931,21.876,21.879,21.672,21.356,21.29,21.401,21.215,21.257,21.248,21.086,21.12,21.39,21.441,21.032,21.035,20.617
13.0,23.068,22.749,23.215,23.026,22.79,22.488,22.244,21.947,22.12,21.886,21.886,21.857,21.886,21.782,21.817,21.744,21.641,21.326,21.345,21.335,21.113,21.27,21.155,20.966,21.021,21.377,21.19,21.015,20.951,20.726
13.02,23.165,22.995,23.361,23.274,23.076,22.632,22.362,22.205,22.206,21.992,22.151,22.02,22.144,21.981,21.829,21.942,21.795,21.491,21.517,21.636,21.16,21.426,21.213,21.142,21.272,21.449,21.304,21.226,21.159,20.767
13.04,23.435,23.244,23.514,23.495,23.206,22.725,22.571,22.51,22.51,22.293,22.273,22.277,22.21,22.155,21.948,22.137,21.965,21.602,21.6,21.792,21.386,21.597,21.444,21.365,21.392,21.821,21.503,21.482,21.175,21.004
